root@large-insatnce:~/cs553-spring2024-hw5-mdinesh6# ./vault -t 16 -o 16 -i 4 -m 16 -s 64 -f data-64GB.bin
NUM_THREADS=16
BATCH_SIZE=32768
num_threads_sort=16
num_threads_io=4
memory_size=16 GB
FILESIZE=64 GB
FILENAME=data-64GB.bin
bytes_free=193126051840
ratio=4
memory_size_byte=17179869184
FILESIZE_byte=68719476736
-------------------------
found good configuration:
memory_size_byte=17179869184
FILESIZE_byte=68719476736
WRITE_SIZE=134217728
FLUSH_SIZE=4
BUCKET_SIZE=33554432
NUM_BUCKETS=128
PREFIX_SIZE=7
EXPECTED_TOTAL_FLUSHES=512
sort_memory=8589934592
NUM_ENTRIES=4294967296
Total Memory: 25204809728 bytes
Free Memory: 4265463808 bytes
MEMORY_MAX=17179869184
RECORD_SIZE=16
HASH_SIZE=10
NONCE_SIZE=6
num_threads_hash=16
num_threads_sort=16
num_threads_io=4
storing vault configuration in data-64GB.bin.config
hash generation and sorting...
initializing circular array...
Create thread data structure...
Create hash generation threads...
Hash generation threads created...
[269][HASHGEN]: 75.02% completed, ETA 89.6 seconds, 376/512 flushes, 2.0 MB/sec
[270][HASHGEN]: 75.03% completed, ETA 89.9 seconds, 381/512 flushes, 6.0 MB/sec
[271][HASHGEN]: 75.46% completed, ETA 88.2 seconds, 384/512 flushes, 279.2 MB/sec
[272][HASHGEN]: 76.03% completed, ETA 85.8 seconds, 384/512 flushes, 376.3 MB/sec
[273][HASHGEN]: 76.50% completed, ETA 83.9 seconds, 384/512 flushes, 309.2 MB/sec
[274][HASHGEN]: 76.97% completed, ETA 82.1 seconds, 384/512 flushes, 305.1 MB/sec
[275][HASHGEN]: 77.44% completed, ETA 80.2 seconds, 384/512 flushes, 305.4 MB/sec
[276][HASHGEN]: 77.90% completed, ETA 78.4 seconds, 384/512 flushes, 301.0 MB/sec
[277][HASHGEN]: 78.37% completed, ETA 76.5 seconds, 384/512 flushes, 307.4 MB/sec
[278][HASHGEN]: 78.83% completed, ETA 74.7 seconds, 384/512 flushes, 304.6 MB/sec
[279][HASHGEN]: 79.30% completed, ETA 72.9 seconds, 384/512 flushes, 305.2 MB/sec
[280][HASHGEN]: 79.77% completed, ETA 71.1 seconds, 384/512 flushes, 309.0 MB/sec
[281][HASHGEN]: 80.25% completed, ETA 69.2 seconds, 384/512 flushes, 312.2 MB/sec
[282][HASHGEN]: 80.72% completed, ETA 67.4 seconds, 384/512 flushes, 312.6 MB/sec
[283][HASHGEN]: 81.19% completed, ETA 65.6 seconds, 384/512 flushes, 307.1 MB/sec
[284][HASHGEN]: 81.62% completed, ETA 64.0 seconds, 384/512 flushes, 276.8 MB/sec
[285][HASHGEN]: 82.03% completed, ETA 62.5 seconds, 384/512 flushes, 272.9 MB/sec
[286][HASHGEN]: 82.46% completed, ETA 60.9 seconds, 384/512 flushes, 277.5 MB/sec
[287][HASHGEN]: 82.88% completed, ETA 59.3 seconds, 384/512 flushes, 281.1 MB/sec
[288][HASHGEN]: 83.34% completed, ETA 57.6 seconds, 384/512 flushes, 294.7 MB/sec
[289][HASHGEN]: 83.81% completed, ETA 55.9 seconds, 384/512 flushes, 313.7 MB/sec
[290][HASHGEN]: 84.31% completed, ETA 54.0 seconds, 384/512 flushes, 321.9 MB/sec
[291][HASHGEN]: 84.74% completed, ETA 52.4 seconds, 384/512 flushes, 285.9 MB/sec
[292][HASHGEN]: 85.28% completed, ETA 50.5 seconds, 384/512 flushes, 352.0 MB/sec
[293][HASHGEN]: 85.79% completed, ETA 48.6 seconds, 384/512 flushes, 334.5 MB/sec
[294][HASHGEN]: 86.28% completed, ETA 46.8 seconds, 384/512 flushes, 321.5 MB/sec
[295][HASHGEN]: 86.75% completed, ETA 45.1 seconds, 384/512 flushes, 305.1 MB/sec
[296][HASHGEN]: 87.20% completed, ETA 43.5 seconds, 384/512 flushes, 296.3 MB/sec
[297][HASHGEN]: 87.66% completed, ETA 41.9 seconds, 384/512 flushes, 299.9 MB/sec
[298][HASHGEN]: 88.12% completed, ETA 40.2 seconds, 384/512 flushes, 300.9 MB/sec
[299][HASHGEN]: 88.57% completed, ETA 38.6 seconds, 384/512 flushes, 298.5 MB/sec
[300][HASHGEN]: 89.04% completed, ETA 37.0 seconds, 384/512 flushes, 305.8 MB/sec
[301][HASHGEN]: 89.54% completed, ETA 35.2 seconds, 384/512 flushes, 325.1 MB/sec
[302][HASHGEN]: 90.01% completed, ETA 33.5 seconds, 384/512 flushes, 312.3 MB/sec
[303][HASHGEN]: 90.47% completed, ETA 31.9 seconds, 384/512 flushes, 299.4 MB/sec
[304][HASHGEN]: 90.92% completed, ETA 30.4 seconds, 384/512 flushes, 297.6 MB/sec
[305][HASHGEN]: 91.38% completed, ETA 28.8 seconds, 384/512 flushes, 299.8 MB/sec
[306][HASHGEN]: 91.85% completed, ETA 27.2 seconds, 384/512 flushes, 304.3 MB/sec
[307][HASHGEN]: 92.31% completed, ETA 25.6 seconds, 384/512 flushes, 304.3 MB/sec
[308][HASHGEN]: 92.78% completed, ETA 24.0 seconds, 384/512 flushes, 308.1 MB/sec
[309][HASHGEN]: 93.26% completed, ETA 22.4 seconds, 384/512 flushes, 310.9 MB/sec
[310][HASHGEN]: 93.73% completed, ETA 20.8 seconds, 384/512 flushes, 309.0 MB/sec
[311][HASHGEN]: 94.20% completed, ETA 19.2 seconds, 384/512 flushes, 309.7 MB/sec
[312][HASHGEN]: 94.67% completed, ETA 17.6 seconds, 384/512 flushes, 309.1 MB/sec
[313][HASHGEN]: 95.15% completed, ETA 16.0 seconds, 384/512 flushes, 309.1 MB/sec
[314][HASHGEN]: 95.62% completed, ETA 14.4 seconds, 384/512 flushes, 309.2 MB/sec
[315][HASHGEN]: 96.09% completed, ETA 12.8 seconds, 384/512 flushes, 308.6 MB/sec
[316][HASHGEN]: 96.56% completed, ETA 11.3 seconds, 384/512 flushes, 309.0 MB/sec
[317][HASHGEN]: 97.03% completed, ETA 9.7 seconds, 384/512 flushes, 309.2 MB/sec
[318][HASHGEN]: 97.51% completed, ETA 8.1 seconds, 384/512 flushes, 309.5 MB/sec
[319][HASHGEN]: 97.99% completed, ETA 6.6 seconds, 384/512 flushes, 314.4 MB/sec
[320][HASHGEN]: 98.46% completed, ETA 5.0 seconds, 384/512 flushes, 312.0 MB/sec
[321][HASHGEN]: 98.93% completed, ETA 3.5 seconds, 384/512 flushes, 308.9 MB/sec
[322][HASHGEN]: 99.41% completed, ETA 1.9 seconds, 384/512 flushes, 309.1 MB/sec
[323][HASHGEN]: 99.83% completed, ETA 0.5 seconds, 384/512 flushes, 280.2 MB/sec
[324][HASHGEN]: 99.97% completed, ETA 0.1 seconds, 390/512 flushes, 88.5 MB/sec
[325][HASHGEN]: 99.98% completed, ETA 0.1 seconds, 400/512 flushes, 5.5 MB/sec
[326][HASHGEN]: 99.99% completed, ETA 0.0 seconds, 412/512 flushes, 2.2 MB/sec
[327][HASHGEN]: 99.99% completed, ETA 0.0 seconds, 422/512 flushes, 1.8 MB/sec
[328][HASHGEN]: 99.99% completed, ETA 0.0 seconds, 432/512 flushes, 3.0 MB/sec
[329][HASHGEN]: 99.99% completed, ETA 0.0 seconds, 442/512 flushes, 0.9 MB/sec
[331][HASHGEN]: 100.00% completed, ETA 0.0 seconds, 449/512 flushes, 1.2 MB/sec
[333][HASHGEN]: 100.00% completed, ETA 0.0 seconds, 452/512 flushes, 0.4 MB/sec
[335][HASHGEN]: 100.00% completed, ETA 0.0 seconds, 454/512 flushes, 0.2 MB/sec
[336][HASHGEN]: 100.00% completed, ETA 0.0 seconds, 465/512 flushes, 3.3 MB/sec
[337][HASHGEN]: 100.00% completed, ETA 0.0 seconds, 474/512 flushes, 3.2 MB/sec
[339][HASHGEN]: 100.00% completed, ETA 0.0 seconds, 482/512 flushes, 1.4 MB/sec
[345][HASHGEN]: 100.00% completed, ETA 0.0 seconds, 484/512 flushes, 0.1 MB/sec
[347][HASHGEN]: 100.00% completed, ETA 0.0 seconds, 488/512 flushes, 0.4 MB/sec
[348][HASHGEN]: 100.00% completed, ETA 0.0 seconds, 496/512 flushes, 3.7 MB/sec
[349][HASHGEN]: 100.00% completed, ETA 0.0 seconds, 504/512 flushes, 3.3 MB/sec
[350][HASHGEN]: 100.00% completed, ETA 0.0 seconds, 512/512 flushes, 6.3 MB/sec
[399][SORT]: 0.00% completed, ETA inf seconds, 0/128 flushes, 0.0 MB/sec
[431][SORT]: 12.50% completed, ETA 550.0 seconds, 16/128 flushes, 261.6 MB/sec
[478][SORT]: 25.00% completed, ETA 376.5 seconds, 32/128 flushes, 174.6 MB/sec
[511][SORT]: 37.50% completed, ETA 264.7 seconds, 48/128 flushes, 246.0 MB/sec
[543][SORT]: 50.00% completed, ETA 191.3 seconds, 64/128 flushes, 252.4 MB/sec
[576][SORT]: 62.50% completed, ETA 134.5 seconds, 80/128 flushes, 249.1 MB/sec
[610][SORT]: 75.00% completed, ETA 85.8 seconds, 96/128 flushes, 246.2 MB/sec
[643][SORT]: 87.50% completed, ETA 41.5 seconds, 112/128 flushes, 247.9 MB/sec
Completed 64 GB vault data-64GB.bin in 642.98 seconds : 6.68 MH/s 101.93 MB/s
